paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
36667,neuropathologic examination,C4086729,Diagnostic Procedure,ANALYZES,pyramidal cells,C0206441,Cell,False,TRUE
36667,pyramidal cells,C0206441,Cell,LOCATION_OF,precentral gyrus,C0152299,"Body Part, Organ, or Organ Component",False,TRUE
36667,neuropathologic examination,C4086729,Diagnostic Procedure,ANALYZES,degeneration,C0011164,Pathologic Function,False,TRUE
36667,degeneration,C0011164,Pathologic Function,AFFECTS,corticospinal,C0152402,"Body Part, Organ, or Organ Component",False,TRUE
36667,pls,C0030360,Disease or Syndrome,CONCEPTUALLY_RELATED_TO,multiple sclerosis,C0026769,Disease or Syndrome,False,TRUE
36667,pls,C0030360,Disease or Syndrome,CONCEPTUALLY_RELATED_TO,demyelinating diseases,C0011303,Disease or Syndrome,False,TRUE
36667,adrenoleukodystrophy,C0162309,Disease or Syndrome,IS_A,demyelinating diseases,C0011303,Disease or Syndrome,False,TRUE
36667,myelopathy,C0005956,Disease or Syndrome,INDICATES,pls,C0030360,Disease or Syndrome,False,TRUE
36667,htlv-1,C0020094,Virus,IS_A,retrovirus,C0035366,Virus,False,TRUE
36668,fsp,C0163275,"Amino Acid, Peptide, or Protein",PROPERTY_OF,autosomal trait,C0178491,Organism Attribute,False,TRUE
36668,fsp,C0163275,"Amino Acid, Peptide, or Protein",EXHIBITS,spastic weakness,C0037771,Sign or Symptom,False,TRUE
36668,fsp,C0163275,"Amino Acid, Peptide, or Protein",CONCEPTUALLY_RELATED_TO,cerebral palsy,C0007789,Disease or Syndrome,False,TRUE
36669,fsp,C0163275,"Amino Acid, Peptide, or Protein",AFFECTS,posterior column,C0228576,"Body Part, Organ, or Organ Component",False,TRUE
36669,posterior column,C0228576,"Body Part, Organ, or Organ Component",EXHIBITS,abnormalities,C0000768,Congenital Abnormality,False,TRUE
36669,fsp,C0163275,"Amino Acid, Peptide, or Protein",DISRUPTS,bowel,C0021853,"Body Part, Organ, or Organ Component",False,TRUE
36669,fsp,C0163275,"Amino Acid, Peptide, or Protein",DISRUPTS,bladder function,C0232840,Organ or Tissue Function,False,TRUE
36669,family members,C0086282,Family Group,EXHIBITS,spasticity,C0026838,Sign or Symptom,False,TRUE
36670,fsp,C0163275,"Amino Acid, Peptide, or Protein",AFFECTS,corticospinal,C0152402,"Body Part, Organ, or Organ Component",False,TRUE
36670,fsp,C0163275,"Amino Acid, Peptide, or Protein",AFFECTS,dorsal column function,C0228576,"Body Part, Organ, or Organ Component",False,TRUE
36670,fsp,C0163275,"Amino Acid, Peptide, or Protein",AFFECTS,nervous system,C0027763,Body System,False,TRUE
36670,fsp,C0163275,"Amino Acid, Peptide, or Protein",EXHIBITS,amyotrophy,C0026846,Pathologic Function,False,TRUE
36670,fsp,C0163275,"Amino Acid, Peptide, or Protein",EXHIBITS,mental retardation,C0025362,Mental or Behavioral Dysfunction,False,TRUE
36670,fsp,C0163275,"Amino Acid, Peptide, or Protein",EXHIBITS,optic atrophy,C0029124,Disease or Syndrome,False,TRUE
36670,fsp,C0163275,"Amino Acid, Peptide, or Protein",EXHIBITS,sensory neuropathy,C0151313,Disease or Syndrome,False,TRUE
36671,fsp,C0163275,"Amino Acid, Peptide, or Protein",EXHIBITS,degeneration,C0011164,Pathologic Function,False,TRUE
36671,degeneration,C0011164,Pathologic Function,AFFECTS,corticospinal tracts,C0936236,"Body Part, Organ, or Organ Component",False,TRUE
36671,corticospinal tracts,C0936236,"Body Part, Organ, or Organ Component",LOCATION_OF,brainstem,C0006121,"Body Part, Organ, or Organ Component",False,TRUE
36671,corticospinal tracts,C0936236,"Body Part, Organ, or Organ Component",EXHIBITS,atrophy,C0333641,Pathologic Function,False,TRUE
36671,atrophy,C0333641,Pathologic Function,LOCATION_OF,spinal cord,C0037925,"Body Part, Organ, or Organ Component",False,TRUE
36672,loci,C0796371,Nucleotide Sequence,CAUSES,fsp,C0163275,"Amino Acid, Peptide, or Protein",False,TRUE
36672,genes,C0017337,Gene or Genome,ASSOCIATED_WITH,fsp,C0163275,"Amino Acid, Peptide, or Protein",False,TRUE
36672,fsp,C0163275,"Amino Acid, Peptide, or Protein",RESULT_OF,mutations,C0026882,Genetic Function,False,TRUE
36672,microtubule motor function,C1149275,Molecular Function,ASSOCIATED_WITH,fsp,C0163275,"Amino Acid, Peptide, or Protein",False,TRUE
36673,x-linked,C0241764,Genetic Function,PROPERTY_OF,recessive fsp,C0017361,Gene or Genome,False,TRUE
36673,pelizaeus-merzbacher disease,C0205711,Disease or Syndrome,IS_A,disorder,C0012634,Disease or Syndrome,False,TRUE
36673,paraplegin,C1420354,Gene or Genome,EXHIBITS,homology,C1334043,Gene or Genome,False,TRUE
36673,homology,C1334043,Gene or Genome,CONCEPTUALLY_RELATED_TO,metalloproteases,C0025543,"Amino Acid, Peptide, or Protein",False,TRUE
36673,metalloproteases,C0025543,"Amino Acid, Peptide, or Protein",OCCURS_IN,yeast,C0036025,Fungus,False,TRUE
36676,prions,C0033164,"Amino Acid, Peptide, or Protein",IS_A,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,TRUE
36676,degeneration,C0011164,Pathologic Function,OCCURS_IN,central nervous system,C3540014,"Indicator, Reagent, or Diagnostic Aid",False,TRUE
36676,creutzfeldt-jakob disease,C0022336,Disease or Syndrome,IS_A,rare disorders,C0678236,Disease or Syndrome,False,TRUE
36676,alzheimer’s disease,C0002395,Disease or Syndrome,IS_A,illnesses,C0221423,Sign or Symptom,False,TRUE
36676,parkinson’s disease,C0030567,Disease or Syndrome,IS_A,illnesses,C0221423,Sign or Symptom,False,TRUE
36676,α-synuclein prions,C1420276,Gene or Genome,CAUSES,parkinson’s disease,C0030567,Disease or Syndrome,False,TRUE
36676,cjd,C0022336,Disease or Syndrome,CAUSES,death,C0011065,Organism Function,False,TRUE
36677,cjd,C0022336,Disease or Syndrome,IS_A,disorders,C0012634,Disease or Syndrome,False,TRUE
36677,prp,C0032027,Disease or Syndrome,IS_A,prion protein,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36677,prions,C0033164,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,prpc,C2347435,Gene or Genome,False,TRUE
36677,prpc,C2347435,Gene or Genome,IS_A,cellular isoform,C0007634,Cell,False,TRUE
36677,prpsc,C0074204,"Amino Acid, Peptide, or Protein",DERIVATIVE_OF,prpc,C2347435,Gene or Genome,False,TRUE
36677,prpc,C2347435,Gene or Genome,CONTAINS,α-helix,C0018882,Eukaryote,False,TRUE
36677,prpsc,C0074204,"Amino Acid, Peptide, or Protein",CONTAINS,α-helix,C0018882,Eukaryote,False,TRUE
36678,prions,C0033164,"Amino Acid, Peptide, or Protein",IS_A,pathogens,C0450254,Organism,False,TRUE
36678,infectious agents,C0314732,Organism,CONTAINS,genomes,C0017428,Gene or Genome,False,TRUE
36678,genomes,C0017428,Gene or Genome,CONSISTS_OF,rna,C0035668,"Nucleic Acid, Nucleoside, or Nucleotide",False,TRUE
36678,genomes,C0017428,Gene or Genome,CONSISTS_OF,dna,C0012854,"Nucleic Acid, Nucleoside, or Nucleotide",False,TRUE
36678,synthesis,C0220781,Biologic Function,PRODUCES,progeny,C0680063,Family Group,False,TRUE
36678,prpsc,C0074204,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,disease,C0012634,Disease or Syndrome,False,TRUE
36678,prpsc,C0074204,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,phenotypes,C0031437,Organism Attribute,False,TRUE
36679,replication,C0598312,Genetic Function,PRODUCES,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36680,b,C0227088,"Body Part, Organ, or Organ Component",PART_OF,prion proteins,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36680,c,C0009170,Organic Chemical,PART_OF,prion proteins,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36680,s2,C1179705,Body Location or Region,PART_OF,prion proteins,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36680,b,C0227088,"Body Part, Organ, or Organ Component",PART_OF,prpc,C2347435,Gene or Genome,False,TRUE
36680,c,C0009170,Organic Chemical,PART_OF,prpc,C2347435,Gene or Genome,False,TRUE
36682,prion,C0033164,"Amino Acid, Peptide, or Protein",IS_A,particle,C0597177,Chemical Viewed Structurally,False,TRUE
36682,prp,C0032027,Disease or Syndrome,CAUSES,scrapie,C0036457,Disease or Syndrome,False,TRUE
36682,prp,C0032027,Disease or Syndrome,CAUSES,mad cow disease,C0085209,Disease or Syndrome,False,TRUE
36682,prp,C0032027,Disease or Syndrome,CAUSES,neurodegenerative diseases,C0524851,Disease or Syndrome,False,TRUE
36682,creutzfeldt-jakob disease,C0022336,Disease or Syndrome,IS_A,neurodegenerative diseases,C0524851,Disease or Syndrome,False,TRUE
36683,prpsc,C0074204,"Amino Acid, Peptide, or Protein",IS_A,prion protein,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36683,prpsc,C0074204,"Amino Acid, Peptide, or Protein",IS_A,protein,C0033684,"Amino Acid, Peptide, or Protein",False,TRUE
36683,prpsc,C0074204,"Amino Acid, Peptide, or Protein",IS_A,macromolecule,C0178735,Chemical Viewed Structurally,False,TRUE
36683,macromolecule,C0178735,Chemical Viewed Structurally,PART_OF,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36683,prions,C0033164,"Amino Acid, Peptide, or Protein",ASSOCIATED_WITH,scrapie,C0036457,Disease or Syndrome,False,TRUE
36684,cellular isoform,C0007634,Cell,IS_A,prion protein,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36684,prpc,C2347435,Gene or Genome,PRECEDES,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36685,truncation,C1706395,Cell or Molecular Dysfunction,USES,digestion,C0012238,Organism Function,False,TRUE
36685,digestion,C0012238,Organism Function,USES,proteinase k,C0030940,"Amino Acid, Peptide, or Protein",False,TRUE
36687,prion rod,C0033164,"Amino Acid, Peptide, or Protein",CONSISTS_OF,prp,C0032027,Disease or Syndrome,False,TRUE
36687,prion rod,C0033164,"Amino Acid, Peptide, or Protein",RESULT_OF,detergent extraction,C0185115,Therapeutic or Preventive Procedure,False,TRUE
36687,prion rod,C0033164,"Amino Acid, Peptide, or Protein",RESULT_OF,proteolysis,C0597304,Molecular Function,False,TRUE
36687,proteolysis,C0597304,Molecular Function,PROCESS_OF,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36687,prion rod,C0033164,"Amino Acid, Peptide, or Protein",CONCEPTUALLY_RELATED_TO,amyloids,C0002716,"Amino Acid, Peptide, or Protein",False,TRUE
36688,amyloid,C0002716,"Amino Acid, Peptide, or Protein",CONTAINS,prp,C0032027,Disease or Syndrome,False,TRUE
36688,animals,C0003062,Animal,EXHIBITS,prion disease,C0162534,Disease or Syndrome,False,TRUE
36689,cjd,C0022336,Disease or Syndrome,IS_A,prion disorder,C0012634,Disease or Syndrome,False,TRUE
36689,scjd,C1852467,Disease or Syndrome,IS_A,cjd,C0022336,Disease or Syndrome,False,TRUE
36689,scjd,C1852467,Disease or Syndrome,IS_A,prion disease,C0162534,Disease or Syndrome,False,TRUE
36689,fcjd,C2349757,Disease or Syndrome,IS_A,cjd,C0022336,Disease or Syndrome,False,TRUE
36689,gerstmannsträussler-scheinker,C0017495,Disease or Syndrome,IS_A,prion diseases,C0162534,Disease or Syndrome,False,TRUE
36689,ffi,C0206042,Disease or Syndrome,IS_A,prion diseases,C0162534,Disease or Syndrome,False,TRUE
36689,mutations,C0026882,Genetic Function,LOCATION_OF,prp gene,C0017337,Gene or Genome,False,TRUE
36691,icjd,C2349757,Disease or Syndrome,IS_A,creutzfeldt-jakob disease,C0022336,Disease or Syndrome,False,TRUE
36691,scjd,C1852467,Disease or Syndrome,IS_A,creutzfeldt-jakob disease,C0022336,Disease or Syndrome,False,TRUE
36691,vcjd,C0376329,Disease or Syndrome,IS_A,creutzfeldt-jakob disease,C0022336,Disease or Syndrome,False,TRUE
36692,kuru,C0022802,Disease or Syndrome,RESULT_OF,brains,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
36692,cannibalism,C0006875,Social Behavior,USES,brains,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
36692,inoculation,C0042196,Therapeutic or Preventive Procedure,USES,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36692,vcjd,C0376329,Disease or Syndrome,RESULT_OF,cattle,C0007452,Mammal,False,TRUE
36692,cattle,C0007452,Mammal,EXHIBITS,bovine spongiform encephalopathy,C0085209,Disease or Syndrome,False,TRUE
36692,bse,C0085105,Diagnostic Procedure,IS_A,bovine spongiform encephalopathy,C0085209,Disease or Syndrome,False,TRUE
36693,scrapie,C0036457,Disease or Syndrome,IS_A,prion disease,C0162534,Disease or Syndrome,False,TRUE
36693,mink encephalopathy,C0085584,Disease or Syndrome,RESULT_OF,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36693,bse,C0085105,Diagnostic Procedure,RESULT_OF,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36693,feline spongiform encephalopathy,C0162534,Disease or Syndrome,RESULT_OF,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36693,exotic ungulate encephalopathy,C0085584,Disease or Syndrome,RESULT_OF,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36693,bse,C0085105,Diagnostic Procedure,RESULT_OF,cannibalism,C0006875,Social Behavior,False,TRUE
36693,bse,C0085105,Diagnostic Procedure,OCCURS_IN,cow,C0007452,Mammal,False,TRUE
36693,chronic wasting disease,C1135993,Disease or Syndrome,IS_A,prion disease,C0162534,Disease or Syndrome,False,TRUE
36693,feces,C0015733,Body Substance,CONTAINS,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36694,scjd,C1852467,Disease or Syndrome,IS_A,neurodegenerative disease,C0524851,Disease or Syndrome,False,TRUE
36694,cjd,C0022336,Disease or Syndrome,ASSOCIATED_WITH,gene mutation,C0596611,Genetic Function,False,TRUE
36694,deer,C0011133,Mammal,EXHIBITS,cwd,C1135993,Disease or Syndrome,False,TRUE
36694,prion disease,C0162534,Disease or Syndrome,OCCURS_IN,deer,C0011133,Mammal,False,TRUE
36694,prion disease,C0162534,Disease or Syndrome,OCCURS_IN,elk,C0325228,Mammal,False,TRUE
36694,prion disease,C0162534,Disease or Syndrome,OCCURS_IN,cows,C0007452,Mammal,False,TRUE
36694,prion disease,C0162534,Disease or Syndrome,OCCURS_IN,sheep,C0036945,Mammal,False,TRUE
36695,prion diseases,C0162534,Disease or Syndrome,IS_A,neurodegenerative disorders,C0524851,Disease or Syndrome,False,TRUE
36695,kuru,C0022802,Disease or Syndrome,OCCURS_IN,apes,C0032636,Mammal,False,TRUE
36695,cjd,C0022336,Disease or Syndrome,OCCURS_IN,apes,C0032636,Mammal,False,TRUE
36696,isoforms,C0597298,"Amino Acid, Peptide, or Protein",DERIVATIVE_OF,prion protein,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36696,prp,C0032027,Disease or Syndrome,OCCURS_IN,syrian hamster,C0018561,Mammal,False,TRUE
36696,prp,C0032027,Disease or Syndrome,CONSISTS_OF,amino acids,C0002520,"Amino Acid, Peptide, or Protein",False,TRUE
36696,nh2,C0002508,Organic Chemical,PART_OF,prpc,C2347435,Gene or Genome,False,TRUE
36696,nh2,C0002508,Organic Chemical,PART_OF,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36696,proteolysis,C0597304,Molecular Function,AFFECTS,nh2,C0002508,Organic Chemical,False,TRUE
36696,prpsc,C0074204,"Amino Acid, Peptide, or Protein",EXHIBITS,truncated,C3641819,"Amino Acid, Peptide, or Protein",False,TRUE
36696,gpi,C0017759,"Amino Acid, Peptide, or Protein",IS_A,glycosylphosphatidyl inositol,C0061688,Organic Chemical,False,TRUE
36697,prp,C0032027,Disease or Syndrome,PRODUCES,amyloid,C0002716,"Amino Acid, Peptide, or Protein",False,TRUE
36697,proteolysis,C0597304,Molecular Function,PRODUCES,prion rods,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36697,detergent extraction,C0185115,Therapeutic or Preventive Procedure,PRODUCES,prion rods,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36697,filaments,C0025979,Cell Component,PRODUCES,amyloid plaques,C0333463,Acquired Abnormality,False,TRUE
36697,amyloid plaques,C0333463,Acquired Abnormality,CONTAINS,prp,C0032027,Disease or Syndrome,False,TRUE
36699,transgene,C0282641,Gene or Genome,CONTAINS,prp,C0032027,Disease or Syndrome,False,TRUE
36699,transgene,C0282641,Gene or Genome,PROPERTY_OF,chimeric,C0008109,Organism,False,TRUE
36699,prpsc,C0074204,"Amino Acid, Peptide, or Protein",OCCURS_IN,ffi,C0206042,Disease or Syndrome,False,TRUE
36699,deglycosylation,C1157972,Molecular Function,AFFECTS,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36699,prpsc,C0074204,"Amino Acid, Peptide, or Protein",OCCURS_IN,fcjd,C2349757,Disease or Syndrome,False,TRUE
36699,prpsc,C0074204,"Amino Acid, Peptide, or Protein",OCCURS_IN,prion diseases,C0162534,Disease or Syndrome,False,TRUE
36699,nh2,C0002508,Organic Chemical,LOCATION_OF,proteolytic cleavage,C1513411,Amino Acid Sequence,False,TRUE
36699,proteolytic cleavage,C1513411,Amino Acid Sequence,AFFECTS,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36700,mice,C0025914,Mammal,EXHIBITS,transgene,C0282641,Gene or Genome,False,TRUE
36700,prnp gene,C1418941,Gene or Genome,PART_OF,patients,C0030705,Patient or Disabled Group,False,TRUE
36704,prpsc,C0074204,"Amino Acid, Peptide, or Protein",CAUSES,phenotype,C0031437,Organism Attribute,False,TRUE
36704,short arm of chromosome 20,C1521041,Nucleotide Sequence,LOCATION_OF,prnp,C1418941,Gene or Genome,False,TRUE
36704,patients,C0030705,Patient or Disabled Group,EXHIBITS,ffi,C0206042,Disease or Syndrome,False,TRUE
36704,prions,C0033164,"Amino Acid, Peptide, or Protein",OCCURS_IN,transgenic mice,C0025936,Mammal,False,TRUE
36707,mice,C0025914,Mammal,EXPRESSES,transgene,C0282641,Gene or Genome,False,TRUE
36708,phenotype,C0031437,Organism Attribute,MANIFESTATION_OF,ffi,C0206042,Disease or Syndrome,False,TRUE
36708,prpsc,C0074204,"Amino Acid, Peptide, or Protein",OCCURS_IN,brains,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
36708,prion disease,C0162534,Disease or Syndrome,TRAVERSES,mice,C0025914,Mammal,False,TRUE
36708,prions,C0033164,"Amino Acid, Peptide, or Protein",TRAVERSES,mice,C0025914,Mammal,False,TRUE
36709,transgenic mice,C0025936,Mammal,EXPRESSES,prpc,C2347435,Gene or Genome,False,TRUE
36709,prions,C0033164,"Amino Acid, Peptide, or Protein",OCCURS_IN,mice,C0025914,Mammal,False,TRUE
36709,amyloids,C0002716,"Amino Acid, Peptide, or Protein",PRODUCES,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36709,incubation,C2752975,Individual Behavior,PROPERTY_OF,prion,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36710,amino acid sequence,C0002518,Amino Acid Sequence,ENCODES,prion,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36710,mammal,C0024660,Mammal,PRODUCES,sequence,C0004793,Nucleotide Sequence,False,TRUE
36710,sequence,C0004793,Nucleotide Sequence,CONCEPTUAL_PART_OF,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36711,incubation,C2752975,Individual Behavior,PRECEDES,disease,C0012634,Disease or Syndrome,False,TRUE
36711,prpc,C2347435,Gene or Genome,OCCURS_IN,host,C1167395,Organism,False,TRUE
36711,prpc,C2347435,Gene or Genome,INTERACTS_WITH,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36712,prpc,C2347435,Gene or Genome,SPATIALLY_RELATED_TO,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36712,prpsc,C0074204,"Amino Acid, Peptide, or Protein",OCCURS_IN,normal cells,C1268443,Cell,False,TRUE
36712,prpsc,C0074204,"Amino Acid, Peptide, or Protein",PERFORMS,function,C0031843,Physiologic Function,False,TRUE
36712,formation,C0220781,Biologic Function,PROCESS_OF,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36712,prpsc,C0074204,"Amino Acid, Peptide, or Protein",EXHIBITS,function,C0031843,Physiologic Function,False,TRUE
36713,mutations,C0026882,Genetic Function,OCCURS_IN,prnp gene,C1418941,Gene or Genome,False,TRUE
36713,mutations,C0026882,Genetic Function,ASSOCIATED_WITH,prion diseases,C0162534,Disease or Syndrome,False,TRUE
36713,expansions,C0196940,Therapeutic or Preventive Procedure,OCCURS_IN,gene,C0017337,Gene or Genome,False,TRUE
36713,missense mutations,C0599155,Genetic Function,CAUSES,familial forms,C0015576,Family Group,False,TRUE
36713,expansions,C0196940,Therapeutic or Preventive Procedure,CAUSES,familial forms,C0015576,Family Group,False,TRUE
36713,familial forms,C0015576,Family Group,CONCEPTUAL_PART_OF,prion disease,C0162534,Disease or Syndrome,False,TRUE
36714,phenotypes,C0031437,Organism Attribute,OCCURS_IN,families,C0015576,Family Group,False,TRUE
36714,phenotypes,C0031437,Organism Attribute,ASSOCIATED_WITH,mutations,C0026882,Genetic Function,False,TRUE
36714,phenotype,C0031437,Organism Attribute,MANIFESTATION_OF,scjd,C1852467,Disease or Syndrome,False,TRUE
36714,codons,C0009221,Nucleotide Sequence,ASSOCIATED_WITH,gss,C0017495,Disease or Syndrome,False,TRUE
36714,gss,C0017495,Disease or Syndrome,CONCEPTUAL_PART_OF,prion disease,C0162534,Disease or Syndrome,False,TRUE
36714,insertions,C0441587,Health Care Activity,CAUSES,phenotypes,C0031437,Organism Attribute,False,TRUE
36714,phenotypes,C0031437,Organism Attribute,MANIFESTATION_OF,scjd,C1852467,Disease or Syndrome,False,TRUE
36714,mutation,C0026882,Genetic Function,OCCURS_IN,codon,C0009221,Nucleotide Sequence,False,TRUE
36714,methionine,C0025646,"Amino Acid, Peptide, or Protein",OCCURS_IN,allele,C0002085,Gene or Genome,False,TRUE
36714,valine,C0042285,"Amino Acid, Peptide, or Protein",OCCURS_IN,allele,C0002085,Gene or Genome,False,TRUE
36715,infectious forms,C0009450,Disease or Syndrome,IS_A,prion disease,C0162534,Disease or Syndrome,False,TRUE
36715,homozygosity,C0019904,Organism Attribute,LOCATION_OF,codon,C0009221,Nucleotide Sequence,False,TRUE
36715,prp,C0032027,Disease or Syndrome,INTERACTS_WITH,homologous proteins,C1512488,"Amino Acid, Peptide, or Protein",False,TRUE
36716,lysine,C0024337,"Amino Acid, Peptide, or Protein",PART_OF,prp,C0032027,Disease or Syndrome,False,TRUE
36716,dominant-negative inhibition,C1512032,Cell or Molecular Dysfunction,DISRUPTS,replication,C0598312,Genetic Function,False,TRUE
36716,replication,C0598312,Genetic Function,PROCESS_OF,prion,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36717,corneas,C0010031,"Body Part, Organ, or Organ Component",PART_OF,donors,C0013018,Population Group,False,TRUE
36717,donors,C0013018,Population Group,EXHIBITS,cjd,C0022336,Disease or Syndrome,False,TRUE
36717,recipients,C1709854,Population Group,EXHIBITS,cjd,C0022336,Disease or Syndrome,False,TRUE
36717,cjd,C0022336,Disease or Syndrome,OCCURS_IN,chimpanzee,C0008111,Mammal,False,TRUE
36718,patient,C0030705,Patient or Disabled Group,EXHIBITS,cjd,C0022336,Disease or Syndrome,False,TRUE
36719,implantation,C0021107,Therapeutic or Preventive Procedure,USES,dura mater,C0013313,"Body Part, Organ, or Organ Component",False,TRUE
36719,repair,C0043240,Organism Function,MANAGES,eardrum perforation,C0206504,Injury or Poisoning,False,TRUE
36719,repair,C0043240,Organism Function,USES,pericardium graft,C0031050,"Body Part, Organ, or Organ Component",False,TRUE
36720,human growth hormone,C0169964,"Amino Acid, Peptide, or Protein",DERIVATIVE_OF,pituitaries,C0032002,Disease or Syndrome,False,TRUE
36720,injections,C0021485,Therapeutic or Preventive Procedure,USES,hgh,C0169964,"Amino Acid, Peptide, or Protein",False,TRUE
36720,injections,C0021485,Therapeutic or Preventive Procedure,CAUSES,cjd,C0022336,Disease or Syndrome,False,TRUE
36720,cjd,C0022336,Disease or Syndrome,PROCESS_OF,incubation,C2752975,Individual Behavior,False,TRUE
36720,hgh,C0169964,"Amino Acid, Peptide, or Protein",PROPERTY_OF,recombinant,C1514798,Organism,False,TRUE
36722,vcjd,C0376329,Disease or Syndrome,IS_A,prion disease,C0162534,Disease or Syndrome,False,TRUE
36722,prion disease,C0162534,Disease or Syndrome,CONCEPTUALLY_RELATED_TO,bse,C0085105,Diagnostic Procedure,False,TRUE
36722,prion disease,C0162534,Disease or Syndrome,CONCEPTUALLY_RELATED_TO,kuru,C0022802,Disease or Syndrome,False,TRUE
36723,vcjd,C0376329,Disease or Syndrome,CONCEPTUALLY_RELATED_TO,bse,C0085105,Diagnostic Procedure,False,TRUE
36723,inocula,C2987620,Therapeutic or Preventive Procedure,CAUSES,transmitted disease,C0162700,Disease or Syndrome,False,TRUE
36724,glycosylation,C0017982,Natural Phenomenon or Process,PROPERTY_OF,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36724,prpsc,C0074204,"Amino Acid, Peptide, or Protein",EXHIBITS,heat resistance,C1514892,Physiologic Function,False,TRUE
36725,gross examination,C0031809,Health Care Activity,EVALUATION_OF,abnormalities,C0000768,Congenital Abnormality,False,TRUE
36726,cjd,C0022336,Disease or Syndrome,IS_A,prion diseases,C0162534,Disease or Syndrome,False,TRUE
36726,prion diseases,C0162534,Disease or Syndrome,IS_A,degenerative disorders,C1285162,Disease or Syndrome,False,TRUE
36726,vacuoles,C0042219,Cell Component,LOCATION_OF,neuropil,C0228081,Cell Component,False,TRUE
36726,neuropil,C0228081,Cell Component,SPATIALLY_RELATED_TO,nerve cell bodies,C0599444,Cell Component,False,TRUE
36726,proliferation,C0334094,Pathologic Function,OCCURS_IN,gray matter,C0018220,Tissue,False,TRUE
36726,cjd,C0022336,Disease or Syndrome,AFFECTS,brains,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
36726,astrocytic processes,C3548412,Cell Component,CONTAINS,glial filaments,C0017626,"Amino Acid, Peptide, or Protein",False,TRUE
36727,prions,C0033164,"Amino Acid, Peptide, or Protein",OCCURS_IN,animals,C0003062,Animal,False,TRUE
36727,prions,C0033164,"Amino Acid, Peptide, or Protein",EXHIBITS,amyloid,C0002716,"Amino Acid, Peptide, or Protein",False,TRUE
36727,detergents,C0011740,Chemical Viewed Functionally,CO_OCCURS_WITH,proteolysis,C0597304,Molecular Function,False,TRUE
36727,amyloid plaques,C0333463,Acquired Abnormality,LOCATION_OF,mouse brains,C1513684,Mammal,False,TRUE
36727,antibodies,C0003241,"Amino Acid, Peptide, or Protein",USES,amyloid plaques,C0333463,Acquired Abnormality,False,TRUE
36728,gss,C0017495,Disease or Syndrome,IS_A,disease,C0012634,Disease or Syndrome,False,TRUE
36728,amyloid plaques,C0333463,Acquired Abnormality,CONSISTS_OF,amyloid,C0002716,"Amino Acid, Peptide, or Protein",False,TRUE
36728,globules,C1337528,Biomedical or Dental Material,CONTAINS,amyloid,C0002716,"Amino Acid, Peptide, or Protein",False,TRUE
36728,amyloid plaques,C0333463,Acquired Abnormality,CONSISTS_OF,amyloid fibrils,C1449651,"Amino Acid, Peptide, or Protein",False,TRUE
36728,amyloid plaques,C0333463,Acquired Abnormality,LOCATION_OF,brain,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
